Celtics,Mavericks,15,9,8,-4,4,15,,,,
Celtics,Nets,4,24,24,25,4,16,,,,
Celtics,Nets,-5,-17,-8,-10,4,16,,,,
Celtics,Hawks,-5,-9,-8,-24,4,7,,,,
Celtics,Seventysixers,2,-7,-5,4,4,23,,,,
Celtics,Wizards,11,18,23,33,4,30,,,,
Celtics,Magic,-1,-8,-17,-19,4,14,,,,
Celtics,Heat,9,6,6,10,4,8,,,,
Celtics,Kings,15,15,22,17,4,11,,,,
Celtics,Spurs,-2,-9,-15,-3,4,24,,,,
Celtics,Pelicans,0,9,14,18,4,19,,,,
Celtics,Bulls,0,-3,0,5,4,2,,,,
Celtics,Warriors,-1,-4,-7,-5,4,29,,,,
Celtics,Hornets,-1,-4,4,5,4,9,,,,
Celtics,Cavaliers,2,6,-8,-12,4,3,,,,
Celtics,Pistons,7,-3,-2,-3,4,20,,,,
Celtics,Hawks,6,1,2,-8,4,7,,,,
Celtics,Timberwolves,8,7,20,14,4,27,,,,
Celtics,Hornets,8,7,12,13,4,9,,,,
Celtics,Pistons,1,5,15,6,4,20,,,,
Celtics,Knicks,4,10,12,9,4,12,,,,
Celtics,Lakers,3,-2,-11,-8,4,13,,,,
Celtics,Nets,-2,-1,-10,-3,4,16,,,,
Celtics,Nets,15,14,11,9,4,16,,,,
Celtics,Pistons,9,7,9,-5,4,20,,,,
Celtics,Bulls,6,-1,-11,-9,4,2,,,,
Celtics,Grizzlies,18,15,8,-3,4,6,,,,
Celtics,Knicks,-9,-10,-4,-6,4,12,,,,
Celtics,Pacers,4,8,2,9,4,18,,,,
Celtics,Suns,7,21,18,14,4,25,,,,
Celtics,Wizards,-7,-7,-3,2,4,30,,,,
Celtics,Mavericks,-13,-13,2,-5,4,15,,,,
Celtics,Raptors,-8,6,-6,-6,4,21,,,,
Celtics,Bulls,11,15,8,9,4,2,,,,
Celtics,Seventysixers,5,15,25,20,4,23,,,,
Celtics,Wizards,2,4,14,25,4,30,,,,
Celtics,Nuggets,8,10,15,8,4,17,,,,
Celtics,Magic,4,8,9,19,4,14,,,,
Celtics,Magic,8,7,0,-5,4,14,,,,
Celtics,Knicks,-1,-2,5,8,4,12,,,,
Celtics,Pistons,11,20,18,7,4,20,,,,
Celtics,Cavaliers,-12,-6,-8,1,4,3,,,,
Celtics,Kings,9,16,8,9,4,11,,,,
Celtics,Bucks,4,1,-19,-1,4,1,,,,
Celtics,Clippers,-4,7,7,5,4,5,,,,
Celtics,Jazz,-2,-5,-11,-18,4,10,,,,
Celtics,Nuggets,18,15,13,20,4,17,,,,
Celtics,Timberwolves,-8,-6,-9,-2,4,27,,,,
Celtics,Bucks,10,10,15,5,4,1,,,,
Celtics,Heat,-8,-3,2,12,4,8,,,,
Celtics,Jazz,-6,-3,-1,5,4,10,,,,
Celtics,Trailblazers,-3,6,24,23,4,28,,,,
Celtics,Knicks,-4,-5,-6,1,4,12,,,,
Celtics,Cavaliers,13,-1,-8,-17,4,3,,,,
Celtics,Grizzlies,-2,-3,16,20,4,6,,,,
Celtics,Rockets,4,-3,-4,-4,4,22,,,,
Celtics,Pacers,0,-4,-1,-5,4,18,,,,
Celtics,Thunder,-5,-11,-27,-21,4,26,,,,
Celtics,Raptors,-16,-14,-5,-14,4,21,,,,
Celtics,Seventysixers,12,11,9,15,4,23,,,,
Celtics,Magic,5,7,13,11,4,14,,,,
Celtics,Raptors,0,0,7,12,4,21,,,,
Celtics,Suns,13,17,6,3,4,25,,,,
Celtics,Clippers,-6,-17,-22,-24,4,5,,,,
Celtics,Trailblazers,1,4,2,-7,4,28,,,,
Celtics,Warriors,-2,2,3,3,4,29,,,,
Celtics,Lakers,5,9,2,7,4,13,,,,
Celtics,Pelicans,6,8,3,7,4,19,,,,
Celtics,Bucks,-5,7,21,15,4,1,,,,
Celtics,Hawks,-2,4,-2,-11,4,7,,,,
Celtics,Hornets,4,-22,-22,-14,4,9,,,,
Celtics,Heat,-22,-24,-4,10,4,8,,,,
Celtics,Hawks,-11,-17,-7,-1,4,7,,,,
Celtics,Hawks,-17,-15,-15,-17,4,7,,,,
Celtics,Hawks,17,12,1,8,4,7,,,,
Celtics,Hawks,3,-2,-3,9,4,7,,,,
Celtics,Hawks,5,-8,-27,-27,4,7,,,,
Celtics,Hawks,-3,-8,-21,-12,4,7,,,,
